text,label,text_length,word_count,processed_text,char_count,avg_word_length,punctuation_count,uppercase_count
If I need more than cards will I have to pay a fee to receive them?,39,67,16,need card pay fee receive,67,3.25,1,3
Please help! I need a refund on a transaction on something I bought and I need the refund right away!,52,101,20,please help need refund transaction something bought need refund right away,101,4.1,2,4
Card payment is showing as pending,45,34,6,card payment showing pending,34,4.833333333333333,0,1
How much is the exchange fee?,31,29,6,much exchange fee,29,4.0,1,1
"I have to transfer money over to my mother, and I have tried numerous times and all that keeps happening is error messages.",7,123,23,transfer money mother tried numerous time keep happening error message,123,4.391304347826087,2,2
I can't withdraw any money from my account. Ive tried a couple different ATM machines and both of them wouldn't give me my money. What's going on? Is my account frozen or something?,26,181,33,cant withdraw money account ive tried couple different atm machine wouldnt give money whats going account frozen something,181,4.515151515151516,7,7
What do I do if I think my card was improperly used?,22,52,12,think card improperly used,52,3.4166666666666665,1,3
Does Google Play have an app to Top up?,2,39,9,google play app top,39,3.4444444444444446,1,4
"In the app, where do I find my card PIN?",38,40,10,app find card pin,40,3.1,2,5
I received an extra charge for using the card. Why?,15,51,10,received extra charge using card,51,4.2,2,2
Why am I having trouble verifying my id?,68,40,8,trouble verifying,40,4.125,1,2
Why are my transfers getting declined?  I havent had a problem in the past.,27,75,14,transfer getting declined havent problem past,75,4.357142857142857,2,2
Why do you need to know so much about me,74,40,10,need know much,40,3.1,0,1
Why am I not able to verify my id?,68,34,9,able verify,34,2.888888888888889,1,2
Can I quickly send a transfer from China?  How long will it take?,67,65,13,quickly send transfer china long take,65,4.0,2,4
Can I start an account for my kids?,1,35,8,start account kid,35,3.5,1,2
What's the transfer time from Europe?,67,37,6,whats transfer time europe,37,5.333333333333333,2,2
"So I've been using my account frequently to manage payments for my vacation house in a different country, and now I'm getting hit with ridiculously high fees! What's with that? Ought not I be rewarded as a frequent user?",64,220,39,ive using account frequently manage payment vacation house different country getting hit ridiculously high fee whats ought rewarded frequent user,220,4.666666666666667,7,6
Can you see my new balance yet?,5,31,7,see new balance yet,31,3.5714285714285716,1,1
I can't figure out why a transfer is still pending?,48,51,10,cant figure transfer still pending,51,4.2,2,1
Where can I get my card at?,43,27,7,get card,27,3.0,1,2
How young can I be to open my own account?,1,42,10,young open account,42,3.3,1,2
How long before I can see that my cash withdrawal has taken place?,46,66,13,long see cash withdrawal taken place,66,4.153846153846154,1,2
When will the transaction go through?,45,37,6,transaction,37,5.333333333333333,1,1
I have a direct debit charge that I do not recognize,28,52,11,direct debit charge recognize,52,3.8181818181818183,0,2
What do I need to bring for identification?,68,43,8,need bring identification,43,4.5,1,2
How do your exchange rates factor in?,32,37,7,exchange rate factor,37,4.428571428571429,1,1
I contacted the seller for a direct refund last week but he still hasn't give me my money. What should I do?,51,108,22,contacted seller direct refund last week still hasnt give money,108,3.9545454545454546,3,3
Is there a problem with my account? When I tried to withdraw cash at an ATM I was denied.,26,89,19,problem account tried withdraw cash atm denied,89,3.736842105263158,2,7
How much does it cost to top up by transfer?,56,44,10,much cost top transfer,44,3.5,1,1
Can you unblock my account?  I entered the PIN wrong.,49,53,10,unblock account entered pin wrong,53,4.3,2,5
Are there fees for using an international card to top up?,57,57,11,fee using international card top,57,4.2727272727272725,1,1
How can I top up with a cheque?,58,31,8,top cheque,31,3.0,1,2
Will my card be a MasterCard or a Visa?,73,39,9,card mastercard visa,39,3.4444444444444446,1,4
Please tell me how to change my pin.,21,36,8,please tell change pin,36,3.625,1,1
Is there a minimum age for having an account?,1,45,9,minimum age account,45,4.111111111111111,1,1
I need to know which fiat currencies I can use with you.,36,56,12,need know fiat currency use,56,3.75,1,2
Can you tell me where I can withdraw money?,3,43,9,tell withdraw money,43,3.888888888888889,1,2
I was wondering if there were any discounts offered for frequent currency exchanges?,31,84,13,wondering discount offered frequent currency exchange,84,5.538461538461538,1,1
I want to reverse a purchase. Can I cancel it?,52,46,10,want reverse purchase cancel,46,3.7,2,3
Is my card usable anywhere?,10,27,5,card usable anywhere,27,4.6,1,1
"For SEPA transfers, what kind of charge will be applied?",56,56,10,sepa transfer kind charge applied,56,4.7,2,5
Where to check top ups pending?,47,31,6,check top ups pending,31,4.333333333333333,1,1
Where is the virtual card located?,40,34,6,virtual card located,34,4.833333333333333,1,1
What is delivery speed to the United States?,12,44,8,delivery speed united state,44,4.625,1,3
How can I activate my new card? I didn't recieve any information with it about how to do so.,0,92,19,activate new card didnt recieve information,92,3.8947368421052633,3,3
"If you to to account, hit activate, and follow the instructions, you can activate it in just a few seconds.",0,107,20,account hit activate follow instruction activate second,107,4.4,4,1
"I no longer have my phone with the app, what should I do?",42,57,13,longer phone app,57,3.4615384615384617,2,2
what steps do you take to check identity,69,40,8,step take check identity,40,4.125,0,0
I can't see a transfer to my account I made.,5,44,10,cant see transfer account made,44,3.5,2,2
I want to cancel a transaction from this morning.,8,49,9,want cancel transaction morning,49,4.555555555555555,1,1
How much do I have to pay for the exchange fee?,31,47,11,much pay exchange fee,47,3.3636363636363638,1,2
Can I verify my identity?,69,25,5,verify identity,25,4.2,1,2
"I got my American Express in Apple Pay, why is top up not working on my device?",2,79,17,got american express apple pay top working device,79,3.7058823529411766,2,5
Tell me why there is a fee for a card payment.,15,46,11,tell fee card payment,46,3.272727272727273,1,1
My client was converting their Russian ruble into UK pound currency when they noticed their bill was much too high for the exchange. What happened?,17,147,25,client converting russian ruble pound currency noticed bill much high exchange happened,147,4.92,2,5
I need to create several disposable cards per day.,29,50,9,need create several disposable card per day,50,4.666666666666667,1,1
Why am I being asked to verify my identity?,74,43,9,asked verify identity,43,3.888888888888889,1,2
My card is about to expire. Do I have to go to a branch to order a new card?,9,76,19,card expire branch order new card,76,3.0526315789473686,2,3
I just got married and need to change my name on the account,30,60,13,got married need change name account,60,3.6923076923076925,0,1
I took cash and got charged a fee,19,33,8,took cash got charged fee,33,3.25,0,1
Why was my ATM withdrawal cancelled?,26,36,6,atm withdrawal cancelled,36,5.166666666666667,1,4
My statement indicates I made a payment to an unfamiliar merchant.,16,66,11,statement indicates made payment unfamiliar merchant,66,5.090909090909091,1,2
When would my card be charged an extra fee for a transaction?,15,61,12,would card charged extra fee transaction,61,4.166666666666667,1,1
There's an unauthorized cash withdraw,20,37,5,there unauthorized cash withdraw,37,6.6,1,1
I bought something and the money appeared back into my account? Why?,53,68,12,bought something money appeared back account,68,4.75,2,2
I want to top up by card,62,24,7,want top card,24,2.5714285714285716,0,1
I want to change my PIN.,21,24,6,want change pin,24,3.1666666666666665,1,4
"the balance has not changed, but I have deposited some money",6,60,11,balance changed deposited money,60,4.545454545454546,1,1
I haven't received the cash from the check I deposited.,6,55,10,havent received cash check deposited,55,4.6,2,2
How much is it to use my US debit or credit card to top up?,57,59,15,much use debit credit card top,59,3.0,1,3
Can I link another card to my account?,13,38,8,link another card account,38,3.875,1,2
A pending charge of 1L appears on my statement.  Please explain as I have not made a purchase for that amount,34,109,21,pending charge appears statement please explain made purchase amount,109,4.190476190476191,1,4
The new card that was just sent to me was declined multiple times yesterday when I tried to use it at a restaurant to pay for my dinner.  I am really disappointed  and embarrassed that my card was denied when I tried to use it to pay for my friend's birthday dinner.,25,266,52,new card sent declined multiple time yesterday tried use restaurant pay dinner really disappointed embarrassed card denied tried use pay friend birthday dinner,266,4.096153846153846,3,4
Someone else may be using my card.  There are transactions I don't recognize.,22,77,13,someone else may using card transaction dont recognize,77,4.923076923076923,3,3
I did not make a direct debit payment as listed on my app,28,57,13,make direct debit payment listed app,57,3.4615384615384617,0,1
How will I know where my funds are coming from?,70,47,10,know fund coming,47,3.8,1,2
Where is my card accepted?,10,26,5,card accepted,26,4.4,1,1
How do I add my new card?,13,25,7,add new card,25,2.7142857142857144,1,2
Why does the top-up need verification?,71,38,6,topup need verification,38,5.5,2,1
Where do I order my card?,43,25,6,order card,25,3.3333333333333335,1,2
I have transfered to my account before but it is being declined now?,27,68,13,transfered account declined,68,4.3076923076923075,1,1
What is the reason for this fee I got after a simple cash withdrawal?,19,69,14,reason fee got simple cash withdrawal,69,4.0,1,2
