text,label,text_length,word_count
this verifying the top up is annoying,71,37,7
Why do we need to verify top-ups?,71,33,7
How are top-ups verified?,71,25,4
Tell me how I can verify a card top-up.,71,39,9
Do i need to verify my top up?,71,30,8
My top up card needs verification and I don't know how to do it,71,63,14
Where's my top up code?,71,23,5
Where do I find the verification code for the card I'm topping up?,71,66,13
Where can I find the verification code for a top-up?,71,52,10
Where do i verify a top-up card?,71,32,7
What is the top up code for?,71,28,7
why do you verify the top up,71,28,7
Tell me why I need top-up to be verified?,71,41,9
"I just want to top-up, why do I need to verify anything?",71,56,12
Verifying top-up cards necessary?,71,33,4
Where is the top-up verification code sent?,71,43,7
What's a verification code?,71,27,4
Tell me how to verify a top up.,71,31,8
Where is the verification code display?,71,39,6
What can I do to verify my card?,71,32,8
Why is top-up verified?,71,23,4
Why do I need top-up to be verified?,71,36,8
How do I authenticate my top-up?,71,32,6
What is the verification process for my card?,71,45,8
i don't see the top-up verification code anywhere,71,49,8
I'm being asked for a verification code. Where do I find it?,71,60,12
Why does a top- up need to be verify?,71,37,9
Help my find the verification code on a top-up.,71,47,9
How can I verify my top up?,71,27,7
I need help finding the verification code on the top up card.,71,61,12
What does top-up verification do?,71,33,5
I CAN NOT FIND THE TOP-UP VERIFICATION CODE.,71,44,8
How do I go about verifying the top-up card?,71,44,9
why do i need to verify the top up?,71,35,9
Are extra charges added for sending out additional cards?,39,57,9
I'd like to order an additional card,39,36,7
I want some extra physical cards.,39,33,6
"I would like open a second card for my daughter, how can you assist me?",39,71,15
Am I gonna be charged for sending out more cards?,39,49,10
Would I have to pay anything if I need an additional card?,39,58,12
Is it possible to get a second card for my daughter?,39,52,11
Can I get a few more physical cards?,39,36,8
What's the limit on total number of cards I can have?,39,53,11
Is there a charge for sending out more cards?,39,45,9
How much does it cost to get more cards?,39,40,9
How can I create another card linked to this account?,39,53,10
May I order another card?,39,25,5
Can I order another card?,39,25,5
Can I order a second card?,39,26,6
Can I have more physical cards?,39,31,6
How many physical cards am I allowed to have?,39,45,9
I want to get few more physical cards,39,37,8
Please tell me if I'm going to be charged for sending out more cards?,39,69,14
Can I get more cards just incase?,39,33,7
Would I be able to get a second card?,39,37,9
Do you charge for sending out more cards?,39,41,8
I need a second card on this account for my daughter.,39,53,11
How can I get another card?,39,27,6
Can I have a third card?,39,24,6
I have left my card at my parents house. Can you send me a spare one please to use in the meantime?,39,99,22
I'd like to provide my daughter with a card - could I get an additional card from my account to give her?,39,105,22
What is the price for an additional card?,39,41,8
Can I get a second card for free?,39,33,8
Will I be charged if I add more cards to the account?,39,53,12
How many cards am I allowed?,39,28,6
"Can my daughter also have a card issued in her name, but linked to my account?",39,78,16
I'd like to order another card,39,30,6
Can I have a supplementary card?,39,32,6
"I lost my card and need a new one, will it cost me?",39,51,13
My daughter need a card from this account. Is that possible?,39,60,11
My daughter would like a card from my account?  Can I do this?,39,62,13
Are there any fees to get additional cards?,39,43,8
Can you send me more cards for my account?,39,42,9
"I would like some more physical cards, what is my limit?",39,56,11
Can I have a duplicate second card?,39,35,7
"I want to give a second card for this account to my daughter, would this be possible?",39,85,17
What is the procedure for me to get more cards on my account?,39,61,13
Am I permitted to have a spare card?,39,36,8
I was wondering if I could get a second card on this account? I would like my daughter to have one.,39,99,21
Do I have to pay for a second card?,39,35,9
I would like to purchase another card.,39,38,7
Is it possible to order another card?,39,37,7
I'd like to have extra cards. Will I have to pay for that?,39,58,13
How do I get a spare card?,39,26,7
How do i request more physical cards?,39,37,7
What steps do I need to get another card?,39,41,9
I would like more physical cards,39,32,6
Is there a charge for getting more cards?,39,41,8
Can I have a second card issued to another family member?,39,57,11
How do I obtain a second card?,39,30,7
How much is it to buy another card? I was hoping to buy another one.,39,68,15
Where do I order additional cards?,39,34,6
How much would an extra card cost?,39,34,7
I would like an extra card.,39,27,6
Do you send duplicate cards?,39,28,5
I would like to use one of my cards for a family member. Is that allowed?,39,73,16
Can another family member hold a card for this account in addition to mine?,39,75,14
I need another card,39,19,4
"If I need an additional card, is there a fee for that?",39,54,12
I want a new card,39,17,5
Will I get charged for sending out more cards?,39,46,9
How many different cards can I have for my account?,39,51,10
I need more physical cards.,39,27,5
Am I allowed to carry an additional card?,39,41,8
Does it cost extra to send out more than one card?,39,50,11
How do I get extra physical cards?,39,34,7
Can I get spare cards?,39,22,5
Is it possible to get another card?,39,35,7
I need more physical cards than I have right now!,39,49,10
Is a new debit card free?,39,25,6
How many cards can I have?,39,26,6
"If I want to send out more cards, do you charge extra for that?",39,63,14
Do you charge extra for duplicate cards?,39,40,7
I would like to get additional physical cards at this time,39,58,11
How do I receive more physical cards,39,36,7
"If I want to be able to give my daughter a card for my account, would I be allowed to get one for her?",39,102,24
